source_version,category,source_file,source_reference,section_id,heading_level,section_path,heading,classification,canonical_skill_ids,lesson_ids,review_status,notes
The Swift Programming Language (Swift 6.4 beta),language-reference,ReferenceManual/Attributes.xhtml,ReferenceManual/Attributes.xhtml#objc,referencemanual-attributes-xhtml.020.objc,3,Attributes > Declaration Attributes > objc,objc,teachable,swift.attributes.objc-control,swift.attributes.objc-control,reviewed-implemented,Mapped to canonical interactive lesson without duplication.
The Swift Programming Language (Swift 6.4 beta),language-reference,ReferenceManual/Attributes.xhtml,ReferenceManual/Attributes.xhtml#objcMembers,referencemanual-attributes-xhtml.021.objcmembers,3,Attributes > Declaration Attributes > objcMembers,objcMembers,teachable,swift.attributes.objc-members,swift.attributes.objc-members,reviewed-implemented,Mapped to canonical interactive lesson without duplication.
The Swift Programming Language (Swift 6.4 beta),language-reference,ReferenceManual/Attributes.xhtml,ReferenceManual/Attributes.xhtml#preconcurrency,referencemanual-attributes-xhtml.022.preconcurrency,3,Attributes > Declaration Attributes > preconcurrency,preconcurrency,teachable,swift.attributes.preconcurrency,swift.attributes.preconcurrency,reviewed-implemented,Mapped to canonical interactive lesson without duplication.
The Swift Programming Language (Swift 6.4 beta),language-reference,ReferenceManual/Attributes.xhtml,ReferenceManual/Attributes.xhtml#propertyWrapper,referencemanual-attributes-xhtml.023.propertywrapper,3,Attributes > Declaration Attributes > propertyWrapper,propertyWrapper,teachable,swift.properties.wrapper,swift.properties.wrapper,reviewed-implemented,Mapped to canonical interactive lesson without duplication.
The Swift Programming Language (Swift 6.4 beta),language-reference,ReferenceManual/Attributes.xhtml,ReferenceManual/Attributes.xhtml#resultBuilder,referencemanual-attributes-xhtml.024.resultbuilder,3,Attributes > Declaration Attributes > resultBuilder,resultBuilder,teachable,swift.builders.attribute,swift.builders.attribute,reviewed-implemented,Mapped to canonical interactive lesson without duplication.
The Swift Programming Language (Swift 6.4 beta),language-reference,ReferenceManual/Attributes.xhtml,ReferenceManual/Attributes.xhtml#Result-Building-Methods,referencemanual-attributes-xhtml.025.result-building-methods,4,Attributes > Declaration Attributes > resultBuilder > Result-Building Methods,Result-Building Methods,teachable,swift.builders.build-block,swift.builders.build-block,reviewed-implemented,Mapped to canonical interactive lesson without duplication.
The Swift Programming Language (Swift 6.4 beta),language-reference,ReferenceManual/Attributes.xhtml,ReferenceManual/Attributes.xhtml#Result-Transformations,referencemanual-attributes-xhtml.026.result-transformations,4,Attributes > Declaration Attributes > resultBuilder > Result Transformations,Result Transformations,teachable,swift.builders.build-block|swift.builders.parameter,swift.builders.build-block|swift.builders.parameter,reviewed-implemented,Mapped to canonical interactive lesson without duplication.
The Swift Programming Language (Swift 6.4 beta),language-reference,ReferenceManual/Attributes.xhtml,ReferenceManual/Attributes.xhtml#Custom-Result-Builder-Attributes,referencemanual-attributes-xhtml.027.custom-result-builder-attributes,4,Attributes > Declaration Attributes > resultBuilder > Custom Result-Builder Attributes,Custom Result-Builder Attributes,teachable,swift.builders.parameter,swift.builders.parameter,reviewed-implemented,Mapped to canonical interactive lesson without duplication.
The Swift Programming Language (Swift 6.4 beta),language-reference,ReferenceManual/Attributes.xhtml,ReferenceManual/Attributes.xhtml#requires_stored_property_inits,referencemanual-attributes-xhtml.028.requires-stored-property-inits,3,Attributes > Declaration Attributes > requires_stored_property_inits,requires_stored_property_inits,teachable,swift.attributes.required-property-inits,swift.attributes.required-property-inits,reviewed-implemented,Mapped to canonical interactive lesson without duplication.
The Swift Programming Language (Swift 6.4 beta),language-reference,ReferenceManual/Attributes.xhtml,ReferenceManual/Attributes.xhtml#testable,referencemanual-attributes-xhtml.029.testable,3,Attributes > Declaration Attributes > testable,testable,teachable,swift.access.testable,swift.access.testable,reviewed-implemented,Mapped to canonical interactive lesson without duplication.
The Swift Programming Language (Swift 6.4 beta),language-reference,ReferenceManual/Attributes.xhtml,ReferenceManual/Attributes.xhtml#UIApplicationMain,referencemanual-attributes-xhtml.030.uiapplicationmain,3,Attributes > Declaration Attributes > UIApplicationMain,UIApplicationMain,teachable,swift.attributes.main,swift.attributes.main,reviewed-implemented,Mapped to canonical interactive lesson without duplication.
The Swift Programming Language (Swift 6.4 beta),language-reference,ReferenceManual/Attributes.xhtml,ReferenceManual/Attributes.xhtml#unchecked,referencemanual-attributes-xhtml.031.unchecked,3,Attributes > Declaration Attributes > unchecked,unchecked,teachable,swift.attributes.unchecked-sendable,swift.attributes.unchecked-sendable,reviewed-implemented,Mapped to canonical interactive lesson without duplication.
The Swift Programming Language (Swift 6.4 beta),language-reference,ReferenceManual/Attributes.xhtml,ReferenceManual/Attributes.xhtml#usableFromInline,referencemanual-attributes-xhtml.032.usablefrominline,3,Attributes > Declaration Attributes > usableFromInline,usableFromInline,teachable,swift.attributes.usable-from-inline,swift.attributes.usable-from-inline,reviewed-implemented,Mapped to canonical interactive lesson without duplication.
The Swift Programming Language (Swift 6.4 beta),language-reference,ReferenceManual/Attributes.xhtml,ReferenceManual/Attributes.xhtml#warn_unqualified_access,referencemanual-attributes-xhtml.033.warn-unqualified-access,3,Attributes > Declaration Attributes > warn_unqualified_access,warn_unqualified_access,teachable,swift.attributes.warn-unqualified,swift.attributes.warn-unqualified,reviewed-implemented,Mapped to canonical interactive lesson without duplication.
The Swift Programming Language (Swift 6.4 beta),language-reference,ReferenceManual/Attributes.xhtml,ReferenceManual/Attributes.xhtml#Declaration-Attributes-Used-by-Interface-Builder,referencemanual-attributes-xhtml.034.declaration-attributes-used-by-interface-builder,3,Attributes > Declaration Attributes > Declaration Attributes Used by Interface Builder,Declaration Attributes Used by Interface Builder,teachable,swift.attributes.interface-builder,swift.attributes.interface-builder,reviewed-implemented,Mapped to canonical interactive lesson without duplication.
The Swift Programming Language (Swift 6.4 beta),language-reference,ReferenceManual/Attributes.xhtml,ReferenceManual/Attributes.xhtml#Type-Attributes,referencemanual-attributes-xhtml.035.type-attributes,2,Attributes > Type Attributes,Type Attributes,context,,,reviewed-no-lesson,"Reviewed as chapter grouping, grammar notation, or formal summary; no distinct interaction required."
The Swift Programming Language (Swift 6.4 beta),language-reference,ReferenceManual/Attributes.xhtml,ReferenceManual/Attributes.xhtml#autoclosure,referencemanual-attributes-xhtml.036.autoclosure,3,Attributes > Type Attributes > autoclosure,autoclosure,teachable,swift.closures.autoclosure,swift.closures.autoclosure,reviewed-implemented,Mapped to canonical interactive lesson without duplication.
The Swift Programming Language (Swift 6.4 beta),language-reference,ReferenceManual/Attributes.xhtml,ReferenceManual/Attributes.xhtml#convention,referencemanual-attributes-xhtml.037.convention,3,Attributes > Type Attributes > convention,convention,teachable,swift.attributes.calling-convention,swift.attributes.calling-convention,reviewed-implemented,Mapped to canonical interactive lesson without duplication.
The Swift Programming Language (Swift 6.4 beta),language-reference,ReferenceManual/Attributes.xhtml,ReferenceManual/Attributes.xhtml#escaping,referencemanual-attributes-xhtml.038.escaping,3,Attributes > Type Attributes > escaping,escaping,teachable,swift.closures.escaping,swift.closures.escaping,reviewed-implemented,Mapped to canonical interactive lesson without duplication.
The Swift Programming Language (Swift 6.4 beta),language-reference,ReferenceManual/Attributes.xhtml,ReferenceManual/Attributes.xhtml#Sendable,referencemanual-attributes-xhtml.039.sendable,3,Attributes > Type Attributes > Sendable,Sendable,teachable,swift.attributes.sendable-closure,swift.attributes.sendable-closure,reviewed-implemented,Mapped to canonical interactive lesson without duplication.
The Swift Programming Language (Swift 6.4 beta),language-reference,ReferenceManual/Attributes.xhtml,ReferenceManual/Attributes.xhtml#Switch-Case-Attributes,referencemanual-attributes-xhtml.040.switch-case-attributes,2,Attributes > Switch Case Attributes,Switch Case Attributes,context,,,reviewed-no-lesson,"Reviewed as chapter grouping, grammar notation, or formal summary; no distinct interaction required."
The Swift Programming Language (Swift 6.4 beta),language-reference,ReferenceManual/Attributes.xhtml,ReferenceManual/Attributes.xhtml#unknown,referencemanual-attributes-xhtml.041.unknown,3,Attributes > Switch Case Attributes > unknown,unknown,teachable,swift.attributes.unknown-default,swift.attributes.unknown-default,reviewed-implemented,Mapped to canonical interactive lesson without duplication.
The Swift Programming Language (Swift 6.4 beta),language-reference,ReferenceManual/Patterns.xhtml,ReferenceManual/Patterns.xhtml#patterns,referencemanual-patterns-xhtml.001.patterns,1,Patterns,Patterns,context,,,reviewed-no-lesson,"Reviewed as chapter grouping, grammar notation, or formal summary; no distinct interaction required."
The Swift Programming Language (Swift 6.4 beta),language-reference,ReferenceManual/Patterns.xhtml,ReferenceManual/Patterns.xhtml#Wildcard-Pattern,referencemanual-patterns-xhtml.002.wildcard-pattern,2,Patterns > Wildcard Pattern,Wildcard Pattern,teachable,swift.expressions.wildcard,swift.expressions.wildcard,reviewed-implemented,Mapped to canonical interactive lesson without duplication.
The Swift Programming Language (Swift 6.4 beta),language-reference,ReferenceManual/Patterns.xhtml,ReferenceManual/Patterns.xhtml#Identifier-Pattern,referencemanual-patterns-xhtml.003.identifier-pattern,2,Patterns > Identifier Pattern,Identifier Pattern,teachable,swift.bindings.constants,swift.bindings.constants,reviewed-implemented,Mapped to canonical interactive lesson without duplication.
The Swift Programming Language (Swift 6.4 beta),language-reference,ReferenceManual/Patterns.xhtml,ReferenceManual/Patterns.xhtml#Value-Binding-Pattern,referencemanual-patterns-xhtml.004.value-binding-pattern,2,Patterns > Value-Binding Pattern,Value-Binding Pattern,teachable,swift.switches.value-binding,swift.switches.value-binding,reviewed-implemented,Mapped to canonical interactive lesson without duplication.
The Swift Programming Language (Swift 6.4 beta),language-reference,ReferenceManual/Patterns.xhtml,ReferenceManual/Patterns.xhtml#Tuple-Pattern,referencemanual-patterns-xhtml.005.tuple-pattern,2,Patterns > Tuple Pattern,Tuple Pattern,teachable,swift.switches.tuple-pattern,swift.switches.tuple-pattern,reviewed-implemented,Mapped to canonical interactive lesson without duplication.
The Swift Programming Language (Swift 6.4 beta),language-reference,ReferenceManual/Patterns.xhtml,ReferenceManual/Patterns.xhtml#Enumeration-Case-Pattern,referencemanual-patterns-xhtml.006.enumeration-case-pattern,2,Patterns > Enumeration Case Pattern,Enumeration Case Pattern,teachable,swift.enums.associated-binding,swift.enums.associated-binding,reviewed-implemented,Mapped to canonical interactive lesson without duplication.
